Accession,Description,Abundance: F1: Sample,Abundance: F2: Sample,Abundance: F5: Sample,Abundance: F6: Sample,Abundance: F7: Sample,Abundance: F8: Sample,Abundance: F10: Sample,Abundance: F11: Sample,Abundance: F12: Sample,Abundance: F13: Sample,Abundance: F14: Sample,Abundance: F15: Sample,Abundance: F18: Sample,Abundance: F19: Sample,Abundance: F20: Sample,Abundance: F21: Sample,Abundance: F22: Sample,Abundance: F23: Sample,Abundance: F26: Sample,Abundance: F27: Sample,Abundance: F28: Sample,Abundance: F29: Sample,Abundance: F30: Sample,Abundance: F31: Sample,Abundance: F34: Sample,Abundance: F35: Sample,Abundance: F36: Sample,Abundance: F37: Sample,Abundance: F38: Sample,Abundance: F39: Sample,Abundance: F42: Sample,Abundance: F43: Sample,Abundance: F44: Sample,Abundance: F45: Sample,Abundance: F46: Sample,Abundance: F47: Sample,Abundance: F50: Sample,Abundance: F51: Sample,Abundance: F52: Sample,Abundance: F53: Sample,Abundance: F54: Sample,Abundance: F55: Sample,Abundance: F58: Sample,Abundance: F59: Sample,Abundance: F60: Sample,Abundance: F61: Sample,Abundance: F62: Sample,Abundance: F63: Sample,Abundance: F66: Sample,Abundance: F67: Sample,Abundance: F68: Sample,Abundance: F69: Sample,Abundance: F70: Sample,Abundance: F71: Sample,Abundance: F74: Sample,Abundance: F75: Sample,Abundance: F76: Sample,Abundance: F77: Sample,Abundance: F78: Sample,Abundance: F79: Sample,Abundance: F82: Sample,Abundance: F83: Sample,Abundance: F84: Sample,Abundance: F85: Sample,Abundance: F86: Sample,Abundance: F87: Sample,Abundance: F90: Sample,Abundance: F91: Sample,Abundance: F92: Sample,Abundance: F93: Sample,Abundance: F94: Sample,Abundance: F96: Sample
P54725,UV excision repair protein RAD23 homolog A OS=Homo sapiens OX=9606 GN=RAD23A PE=1 SV=1,1546.664795,1953.122192,952.0083618,,2174.327148,,,2230.934814,,,,1658.77063,2769.861572,2508.597168,1120.450562,3945.700684,2458.822266,,1990.391235,3399.903809,2236.880127,2500.139648,1163.63501,1150.036621,3603.123047,2882.702393,3170.416992,1602.902222,1858.130371,1793.560547,1849.980347,1946.496338,1241.17041,,2178.534668,2358.472656,1993.14978,,1467.370239,955.9988403,,1312.806152,1107.922485,1615.646851,1165.408569,780.2909546,1135.814453,2113.705322,1570.742554,2504.151367,,,2491.84375,1639.872314,2825.593018,2152.683105,,1561.201172,1581.679199,,2962.220215,2447.888184,1102.436157,1592.926758,2493.515137,1645.022949,1154.354126,789.7914429,1645.722168,,1120.617798,1374.174438
P36543,V-type proton ATPase subunit E 1 OS=Homo sapiens OX=9606 GN=ATP6V1E1 PE=1 SV=1,5543.034424,2775.795227,1591.239868,749.8357544,1336.808228,,1183.036865,8240.447266,,1207.146362,1224.034912,1130.693481,6766.030029,1619.052979,495.4206543,4030.452881,5856.879395,1025.937378,1963.216309,9683.916748,1532.97583,2271.623535,1105.161499,1604.218384,10565.11035,1216.393555,5552.822754,5002.499756,985.9699707,7467.062988,7345.597412,6477.938965,1308.76239,,782.0328979,3667.386108,3655.52356,885.6564941,959.1097412,4713.924072,5690.222839,6347.338989,2474.579834,7413.436951,6547.774902,3606.461304,943.7884521,7065.609375,3945.188843,7541.588989,668.8873901,5991.790283,7848.062988,4348.625732,2327.705688,1419.273071,4557.427612,4637.405762,3895.833801,721.0574341,5424.379395,4234.479736,840.7949219,4177.336182,1485.989014,6539.568481,871.6907959,2511.091064,3642.27417,,677.572998,2794.582886
Q12800,Alpha-globin transcription factor CP2 OS=Homo sapiens OX=9606 GN=TFCP2 PE=1 SV=2,1043.427612,1794.316956,2824.7854,3313.548584,,1399.971313,2162.502441,4461.320435,4753.29599,,13873.71094,3923.740601,5548.533936,1263.869873,,4610.22644,6086.683105,4347.407104,5956.725952,,2981.222168,21334.25952,3881.138306,1989.463257,7132.150635,5348.670898,10348.4624,3327.859253,940.809082,1652.891235,3414.873169,1515.594116,452.5548401,,5035.221313,790.9758301,1186.355957,3828.890015,,4453.462769,4825.431152,2400.693848,1629.366333,6919.728882,2027.263428,1768.210327,6421.157715,,1514.671997,1386.460693,,1192.849609,5612.816895,2965.432007,3020.639893,2000.044556,3517.579834,7193.602539,4181.349487,3634.069458,9276.838623,4565.821045,4990.233887,7731.183594,3757.708862,3364.971191,2323.433594,3289.087891,2138.814087,4860.933716,5348.810974,4547.713379
Q8WVV9,Heterogeneous nuclear ribonucleoprotein L-like OS=Homo sapiens OX=9606 GN=HNRNPLL PE=1 SV=1,,757.6018677,599.6362305,,625.8183594,,,,,1024.500366,,1403.575439,1842.987305,2257.252441,,2288.333496,3191.118164,,,1924.787109,,1281.810547,1846.005737,,2780.35498,2055.508057,,,1076.228394,,2123.863281,,459.9778442,,2654.437744,,,,,,,,,,1231.716919,,,1729.870117,,1810.664795,,1622.144531,,2215.38208,1113.784546,1543.152832,1057.7677,,1753.027954,431.9272156,,1067.281616,827.0359497,,,3935.189697,,,,,,2235.628906
P37198,Nuclear pore glycoprotein p62 OS=Homo sapiens OX=9606 GN=NUP62 PE=1 SV=3,,,,2447.915283,2125.394775,2260.844727,,,,,,2683.746338,3099.060059,,1898.083374,3513.979736,3764.863525,,,3364.112061,2542.275391,2985.320313,1791.991089,,4158.702148,3569.42334,3655.796143,,,3517.194092,2455.933594,1823.161011,980.4983521,,3128.567139,2208.598389,3559.271729,1676.644043,2185.041748,,2732.284912,,2814.475098,,,,2729.241699,4221.402344,3583.2854,3309.476563,1802.711426,3175.596436,,2566.545898,1619.217285,3220.811768,,,2730.631348,,3092.715332,2797.405273,,2329.850098,2287.561523,,2572.181396,,2312.819336,,1725.288208,2451.2146
Q99986,Serine/threonine-protein kinase VRK1 OS=Homo sapiens OX=9606 GN=VRK1 PE=1 SV=1,,1303.587646,,1379.562134,1307.421265,968.0228271,1446.396729,2289.226074,1491.400024,3025.624756,2352.489868,1849.945068,4861.511963,,1782.116211,730.1447754,1799.975708,2182.593018,,2882.58374,,2274.283936,1131.843506,1217.024658,2075.208496,,2199.361084,4247.896729,2360.566406,1253.952637,1061.456421,4652.664307,,657.3751831,2499.830078,1778.28418,1953.885376,1055.987671,1644.393188,1042.976929,2036.23645,2636.276367,1437.006714,,,,1579.812744,,2409.778442,,2285.049805,2964.246582,6085.192627,,,,6230.67041,,4737.632813,1425.292358,1365.697388,,,712.645874,,2373.280518,1480.705566,,1708.360107,803.770874,,3535.719604
P20930,Filaggrin OS=Homo sapiens OX=9606 GN=FLG PE=1 SV=3,,,,,,,,,,,3412.506104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,717.6449585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q9P2I0,Cleavage and polyadenylation specificity factor subunit 2 OS=Homo sapiens OX=9606 GN=CPSF2 PE=1 SV=2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q9BSJ8,Extended synaptotagmin-1 OS=Homo sapiens OX=9606 GN=ESYT1 PE=1 SV=1,2047.973022,3439.179443,3252.637451,1101.640503,2467.137451,2973.200195,2148.640869,3502.656494,1480.279663,2439.615479,2118.234131,3783.567627,6311.552734,1634.632324,2382.085938,7075.01123,6820.999512,4243.588867,1187.241455,2438.819092,2468.365723,2227.637207,2746.450439,2977.496338,5757.409668,4537.894531,3331.028809,2531.856201,2349.512451,2453.019043,5524.240723,2485.357422,704.2103882,854.7423706,3963.846924,2630.259766,2671.964844,3022.916748,2311.118896,4513.305664,4034.44043,4633.202637,2612.832764,2988.382568,2308.694824,2176.181396,3893.407471,7334.271484,2168.964355,4196.055176,3021.189209,3773.466797,4394.155273,5801.681641,988.0765381,6089.67627,3009.628174,4639.71582,3099.666992,1194.999512,,2043.412109,2790.317627,2927.23999,3041.855469,4186.781738,2935.575928,2595.990967,882.3522949,1137.100708,1961.557617,3096.057861
Q96EY4,Translation machinery-associated protein 16 OS=Homo sapiens OX=9606 GN=TMA16 PE=1 SV=2,345.4821472,3400.646759,362.5223389,1390.314697,1881.36853,1963.803131,1847.644775,2597.56012,1357.479736,1559.432251,4150.955475,2136.102539,4155.104004,2337.328613,3969.394897,4414.936035,7361.94397,3140.062195,1451.535522,1414.413208,2468.367188,4194.312866,2880.600342,3240.684692,3729.483398,3552.587708,2420.321045,2826.477356,4227.550537,4214.876465,,2980.425659,,,2279.289063,1753.492188,2960.688477,1586.354736,3445.064819,3337.400757,3473.973145,3033.061035,2132.059814,2398.404053,2932.529785,2068.42511,3408.673828,3964.388428,1002.60083,2951.383057,3173.270386,3950.987427,2771.746094,4657.085022,1503.703247,4009.083008,1925.081421,1542.582153,2273.888672,996.5715942,2712.053223,2028.651978,2935.253784,1776.055908,4055.042603,4750.675171,3314.547119,1747.755127,,892.9668274,860.9324341,3386.571899
P29144,Tripeptidyl-peptidase 2 OS=Homo sapiens OX=9606 GN=TPP2 PE=1 SV=4,654.7680054,,,,,1293.878174,,1049.716187,,,,,,,,1787.889648,,,,1160.818481,,,1028.667603,,1368.7771,,810.3845215,,,886.2426147,,,,,,,1076.683472,,,,,1179.172607,,,989.725769,,,1735.055542,,,,,3270.400146,,,,,835.2529297,1151.644043,838.954895,694.6626587,962.3654785,,,,1295.384521,,,,,736.0769043,1047.733887
Q96CN7,Isochorismatase domain-containing protein 1 OS=Homo sapiens OX=9606 GN=ISOC1 PE=1 SV=3,,,,1494.877808,,1503.180298,1117.269165,,,,,1580.542969,,2609.952393,,3933.04248,3698.075439,,1513.919067,1640.911255,,2330.223633,,,1951.807861,1817.184692,2276.834961,2441.040527,1054.848267,1134.195923,1718.932739,1023.531616,,,2048.222656,1122.435303,1406.378906,1269.262573,2030.684082,,1428.329956,,1036.221436,,,1249.160767,800.9558105,2215.131104,935.2785034,,1689.248657,,,,756.3574829,1873.590698,,,,,,1386.55249,,,,1478.174194,888.1541138,930.1500244,580.6993408,,944.831665,
Q9UBQ5,Eukaryotic translation initiation factor 3 subunit K OS=Homo sapiens OX=9606 GN=EIF3K PE=1 SV=1,5455.509766,5014.558838,,3814.763428,2163.970215,1535.440674,5101.0448,7968.471191,5001.590454,2368.033447,2175.38208,3601.649902,8003.696289,6646.74707,3691.866943,10812.55908,10450.94971,6628.604004,5667.222778,3474.128662,2204.366699,6524.492676,3260.12207,6155.093262,10134.37476,10994.71899,2410.248535,5181.680664,6015.456909,2788.868408,2150.661621,1773.327759,1818.857666,,1918.425659,4570.231934,6868.636963,5394.377686,5967.446655,7698.053833,6334.391357,7396.679199,5063.279785,6350.447998,7829.798828,5249.180786,5546.706421,6934.552734,1582.168091,2638.369629,1530.258057,5787.434814,11247.58936,6531.240967,3189.684204,6386.003174,2358.39624,,2581.886719,4690.44751,3026.927979,1887.209229,5110.095581,6704.879517,6490.149658,9959.740479,5593.789551,,3944.030151,4228.834351,744.7348022,6785.885254
P46013,Proliferation marker protein Ki-67 OS=Homo sapiens OX=9606 GN=MKI67 PE=1 SV=2,,,1582.255981,,,,,3642.082306,,,2419.78418,410.2886047,3546.731934,,,10119.10681,,3251.765381,2059.007568,2142.965088,2317.448486,,2395.652832,1601.96521,3385.950439,,2959.869629,3330.870361,,,,2018.252319,,650.2443237,,,,,,,,2752.89209,1529.793579,2537.974365,2195.855225,1816.378296,2207.98877,1916.591553,,,,4687.445801,,5627.311096,,3216.097656,,,,,1743.663818,1666.176636,2418.667969,,,4903.185547,,,,1515.753174,,3001.420654
O75521,"Enoyl-CoA delta isomerase 2, mitochondrial OS=Homo sapiens OX=9606 GN=ECI2 PE=1 SV=4",618.0178223,,2080.168213,830.9223022,1312.022095,1971.964111,,1220.160889,,,1789.113159,1843.269287,1956.390747,1792.118896,,3427.870514,3478.919678,2064.588135,919.6687012,936.2545776,,1419.623291,2725.350586,1422.439453,2641.989258,1549.310303,2214.954834,1130.399658,852.1055298,1870.225952,7820.392578,2909.502563,,571.8080444,4769.309937,1492.603821,1067.876343,2903.432861,1319.617798,4452.86853,1524.146484,2829.130859,1472.893799,1680.83252,4918.594238,685.9934082,1568.277832,8964.281494,3003.994873,4026.849487,2489.698059,6155.161865,11191.71313,6454.868896,2112.257813,5001.501953,9068.210449,1494.538452,6331.93335,2883.723389,1777.428833,4699.924927,4457.409058,4560.719238,7227.388184,10427.75977,1681.098999,2311.517212,809.0562134,3068.575684,1421.991089,3445.951294
P61024,Cyclin-dependent kinases regulatory subunit 1 OS=Homo sapiens OX=9606 GN=CKS1B PE=1 SV=1,746.9663086,1044.915649,2640.259277,1555.24231,1350.274048,3057.421631,2264.91748,,3011.257568,,,1916.038086,,,,,6139.819336,,,,,,2650.49292,,3317.322754,5188.462891,,3997.071045,,3693.996582,1928.922607,,432.986969,,,,2193.052979,,,,1863.584473,1056.204468,,,,1816.097168,5420.695313,4300.29541,,2985.161865,1476.501465,,8951.672852,9044.554688,,,2202.790771,,2936.735596,,,3122.14209,2632.521729,704.7890015,1731.2229,3188.896973,,,,4193.862305,,
Q05519,Serine/arginine-rich splicing factor 11 OS=Homo sapiens OX=9606 GN=SRSF11 PE=1 SV=1,927.1102295,2949.41156,1446.477783,799.0065918,1925.146973,2480.283325,1103.400024,3662.788696,3662.208374,1462.398682,5749.281006,4245.726563,9592.024902,1590.353027,1304.885132,6519.514893,6417.803711,1334.550415,2292.711426,2135.642822,4019.451782,3230.761475,2613.177734,1831.330322,3447.561646,2654.199219,4009.536621,2767.022705,1310.990112,2684.965454,5165.957642,2353.758545,1198.999268,526.3823853,4322.104736,764.6676636,3050.996216,4298.352661,,2091.250488,3409.415894,5420.239746,1065.712769,1458.968628,3286.593262,745.4642944,3891.743164,2784.440918,1206.194458,4524.749268,940.7300415,6526.813965,5199.79541,4762.111084,3684.579712,7161.918945,3762.873169,1250.539307,1032.578735,2829.227295,4147.411621,1192.269897,1047.106934,964.7070923,964.1148682,7611.19751,1115.139038,1157.098755,3145.714722,1916.422424,2095.75177,5951.412354
Q04446,"1,4-alpha-glucan-branching enzyme OS=Homo sapiens OX=9606 GN=GBE1 PE=1 SV=3",,810.6109009,1436.408569,,,1789.768433,,2853.244873,,,,,,,,,,1062.667603,,1543.244385,3362.469238,,,1066.209473,2035.398926,2082.203125,2465.625,1072.285156,,1219.414917,,,,,,,1033.929932,2355.697998,2261.038574,,1010.514099,1501.766968,1667.981201,,2186.513184,1328.363647,,2010.512695,4442.367188,,,3349.839111,2380.307617,,980.2550049,2533.748779,,,1392.200195,,1198.004517,946.3796997,1005.213806,,,3221.043457,,1120.821045,858.4050293,1107.524902,,1438.354858
Q9GZN8,UPF0687 protein C20orf27 OS=Homo sapiens OX=9606 GN=C20orf27 PE=1 SV=3,,1152.949219,,973.8386841,,930.1326294,,2149.540283,,,1585.66687,1016.477112,939.2362061,2178.080566,,1822.246826,,1170.61499,,,1267.267822,1651.83606,,,2236.466064,1442.525879,,1471.799927,1089.737549,,,,340.3537292,,,,1168.68689,1012.397827,1003.59259,,703.4380493,1553.86731,1649.464844,1643.761719,1816.906006,1844.006226,1810.117554,2114.317383,739.2445679,2120.602295,1231.62915,1481.633545,3291.906982,,,2474.375488,2097.292969,2263.236572,2598.311768,1547.775635,1657.259888,,2379.573486,2467.137939,2789.073242,2551.365967,,,,,,2305.685059
P21964,Catechol O-methyltransferase OS=Homo sapiens OX=9606 GN=COMT PE=1 SV=2,6643.533447,5305.693115,4511.750122,6667.965332,3977.217041,5379.679932,3604.133789,5443.346924,6306.919189,6247.273926,5487.470093,16555.83301,15652.59961,3757.916016,3708.606812,10676.3562,16916.37451,7358.493408,6774.852051,4478.652344,7257.832031,8766.791504,6969.788208,5974.900146,9431.208008,7874.925781,6390.537842,,3232.782837,6848.92334,8761.145264,5219.948792,2284.108643,543.4298706,4542.327148,2608.057373,4134.088867,5302.943298,5065.394653,4341.407043,9896.819824,5875.809448,2552.771729,6573.004883,3635.618164,1996.404175,6899.959229,7982.798706,6637.76001,5946.528809,3680.14209,6082.676758,5130.986816,3609.602905,2937.843384,3510.191895,4484.191772,2708.116943,4635.337219,4656.581787,2216.019287,4391.518982,2016.179199,5155.246643,4057.956055,4142.580078,2893.791748,4409.47998,1897.703003,2897.47876,3399.226807,4578.350708
Q2TAC2,Coiled-coil domain-containing protein 57 OS=Homo sapiens OX=9606 GN=CCDC57 PE=1 SV=3,29974.56982,36978.2041,23421.7002,32944.57129,78397.19336,40010.51074,43807.72437,30426.89746,35098.84521,28206.98926,15238.48145,70337.13672,27208.17334,102670.582,43851.5957,65378.50653,31565.14844,33425.29492,46308.42578,48536.39453,31426.00391,29552.21582,60462.85254,36192.38525,18878.22852,82408.30078,39433.69141,61240.82715,41908.26953,34891.06543,24458.5791,45102.13818,15125.45435,6405.016724,42718.1123,65030.71582,36915.22461,57484.89063,67024.66602,42772.51074,37881.36426,19707.41309,45172.90137,45073.7002,77345.73047,34643.31641,12003.59277,8881.588867,23954.47559,25969.99609,46134.21973,25847.52051,47896.17822,25826.82617,32033.17285,50985.87988,35879.82764,51029.84473,89845.20801,25275.97559,37124.16797,26938.7168,29714.44238,49118.50098,71689.12207,30600.99414,46944.03125,20245.1084,35974.72266,18401.90723,35107.21143,63762.61133
Q9UBB4,Ataxin-10 OS=Homo sapiens OX=9606 GN=ATXN10 PE=1 SV=1,1656.703735,1333.854004,1495.527954,1166.574951,1265.372437,3139.65332,,4701.210083,2429.312378,,2283.257629,1393.522217,3060.798462,3382.767578,1020.712402,4214.660889,4456.830078,1547.979492,1344.661255,3052.233154,4100.118896,4108.740967,4057.082397,1082.189575,701.9858398,1954.831665,3623.569824,3741.913208,2845.459229,3867.592773,2498.941895,2833.761475,,,3989.508911,,3829.175415,3180.954956,1783.227539,2201.053833,3203.78894,2806.094482,1607.909302,2999.927307,3147.185913,2925.638794,1890.586792,1072.426514,2711.608704,3196.489258,,3866.922241,4919.648926,5724.014893,1695.180664,1551.963379,2710.171021,1446.334961,1576.297852,3717.178955,1627.799683,1547.822021,2900.196045,2027.770996,825.2600708,5152.897461,,1338.932739,1063.810791,,,3831.378662
P52888,Thimet oligopeptidase OS=Homo sapiens OX=9606 GN=THOP1 PE=1 SV=2,1417.200439,,2058.004883,1247.369385,2357.240967,2152.225098,,2456.546387,1782.351318,,1444.658569,2693.438232,,2446.946045,,4509.271484,1856.239136,,,,1953.839233,,2046.585693,,2297.750488,,1667.780396,,1583.501953,2009.425049,2467.481201,2254.167236,,,1812.365479,1393.297729,1882.678345,1414.016357,1642.284912,,2427.101074,2869.004639,,1956.967651,2804.814697,1442.286255,,2949.991455,1694.456177,,1851.314941,2225.739746,3451.508789,3226.36377,933.6672363,3831.177002,2855.549805,,2014.84314,2546.368164,2308.672607,,664.0217896,2210.764404,1704.700317,4938.508301,,,1353.080933,1068.286743,,1831.929932
P49006,MARCKS-related protein OS=Homo sapiens OX=9606 GN=MARCKSL1 PE=1 SV=2,4726.693848,4981.78833,11920.771,4984.913208,8647.886475,7570.384521,5454.550049,12939.6601,3895.657227,6086.741089,5038.775757,11837.77856,15870.46924,10090.37646,6578.920532,12522.04004,16322.00684,8225.524658,5951.155273,3224.09436,7357.093506,10622.30188,11743.396,10519.64282,9718.921387,3031.97998,12235.06714,6458.720337,4198.62854,5921.646606,5412.332031,7671.238953,4413.466797,2905.571045,7131.976563,8434.239563,8717.209656,7579.990234,5394.268311,2773.594788,4402.263794,3574.472595,5704.304077,4608.435425,10349.46387,7248.354797,9087.193787,12736.44629,5172.169067,5439.537231,6545.262329,12642.54395,9469.023926,9340.912201,3844.872253,10342.15527,12588.95398,4404.438721,10101.2099,5567.905518,8945.430908,10875.09717,8873.752075,5606.668457,9188.384766,17341.06787,6687.424194,5294.132263,5870.042114,4928.338623,1142.359497,11280.71478
P05204,Non-histone chromosomal protein HMG-17 OS=Homo sapiens OX=9606 GN=HMGN2 PE=1 SV=3,8130.668945,7518.48291,10476.87793,6929.721191,11000.07422,12007.52148,8685.712891,12044.06348,7749.78125,12841.61523,17772.375,16181.3252,19326.74414,13174.20215,10919.98828,15892.13086,24668.94336,16253.89941,12689.18457,15989.56055,15875.32324,10504.66211,12015.08691,13391.28906,17473.53125,18961.88477,15127.62988,13886.78516,13540.64258,14605.32031,20282.62305,20559.05078,4376.046387,2398.631348,15884.00781,8922.133789,12254.84473,14580.63184,19241.15039,14193.38672,13692.38281,16704.26758,10894.53809,12140.4707,9638.234375,10240.69922,16540.45898,21295.10352,16484.81445,14308.53809,9791.802734,19087.07422,17764.0332,13058.16504,9875.163086,21424.19336,13492.69043,12103.05273,9782.353516,17723.73242,9620.510742,9899.423828,8412.589844,11170.8252,9249.789063,22632.98828,9012.102539,8993.199219,8978.508789,11537.44336,15000.75684,13464.81055
P31937,"3-hydroxyisobutyrate dehydrogenase, mitochondrial OS=Homo sapiens OX=9606 GN=HIBADH PE=1 SV=2",1680.621948,,1347.324707,1864.668213,1412.110352,1583.053589,,2503.148438,1696.160889,,1465.609741,2426.561035,2209.264893,1913.620117,1090.853271,4156.324707,2970.870117,1989.69873,793.8585205,2205.748535,4135.821777,1604.026733,2598.517334,,2180.375244,2811.534668,2180.397461,2831.223633,1816.175903,1497.396729,2203.279297,1502.428467,,,3211.259277,,2085.070068,1458.674194,1518.510376,2716.367432,3539.721436,3071.356445,1000.802307,1183.173096,1990.609619,1777.452148,2199.391602,2909.337402,1329.727783,1979.740967,1732.566528,2183.529785,2403.922119,2807.174561,1045.541016,2162.8479,2079.816162,951.6483154,1592.377686,653.0968628,1099.540771,1020.672791,1345.523804,1351.438965,357.0632019,2052.292969,709.046814,1049.928101,942.2154541,766.5177612,1051.984863,1711.77417
Q15125,"3-beta-hydroxysteroid-Delta(8),Delta(7)-isomerase OS=Homo sapiens OX=9606 GN=EBP PE=1 SV=3",1677.699097,4243.646973,2543.677979,2228.045166,2276.843994,1791.942871,3352.681152,4253.09082,1500.044067,,2781.394775,1651.36853,3634.597168,2695.241455,1238.401489,5628.883789,6054.41748,2733.13501,1929.812866,4258.879395,3000.193604,2817.545654,4033.186768,2002.410278,4505.890137,3751.657471,4506.118652,3783.702881,3266.477295,3151.336914,4196.615723,3138.719971,1740.465454,,3637.966553,1640.664917,2292.205078,2023.821655,2181.031006,3128.219238,6470.071289,4009.323486,2549.254395,3366.201416,2535.258545,5232.054688,1798.0177,2625.455566,2584.962891,2791.636719,1459.655762,2763.665771,4274.394043,6433.289551,1547.776001,1772.00293,2769.240967,1942.253174,2398.322266,2405.918213,2828.85376,3140.875977,1711.259277,6652.289551,2507.490723,3977.010498,883.9692993,873.4325562,1223.301636,1385.217285,,3763.736084
Q6UW68,Transmembrane protein 205 OS=Homo sapiens OX=9606 GN=TMEM205 PE=1 SV=1,4433.960938,3787.288818,3929.708984,2420.587646,4618.379395,6047.626953,1033.406128,7033.390625,4025.36084,1303.678955,3464.904053,1982.015015,3591.445313,7003.712891,1483.624634,8838.460938,4454.817871,3282.034424,1069.604492,7091.878906,2857.097412,5432.986328,5952.756348,1832.269409,5248.019043,6182.57373,3636.91748,4269.302246,3595.010742,6094.499023,3618.76001,3525.733398,1412.369629,609.5405273,4125.037109,3630.52832,6053.860352,2625.917236,3826.424316,6098.597168,4008.958252,2269.962646,2835.673584,4499.948242,3180.118896,3449.755615,3332.680176,7607.069336,2364.631104,3987.095703,5686.765625,4946.55957,4655.661133,5236.804688,2289.271973,4892.45459,4310.496094,3231.013672,5484.760742,4805.23291,3128.276611,3176.801514,3087.947021,3016.201416,4581.773438,5558.135742,1695.915405,1523.389893,2681.81543,2093.18042,2719.751465,2967.814941
P41567,Eukaryotic translation initiation factor 1 OS=Homo sapiens OX=9606 GN=EIF1 PE=1 SV=1,826.7310791,,,,,,1669.229614,,,,,3967.88916,,2934.958984,,3478.808838,7650.257813,,,,,,2867.023926,,5483.118164,12834.87988,,,,3546.025146,2113.926758,,,,1186.322388,,,,,,5048.302246,984.0391846,1645.612427,2525.114258,,,1794.21521,,,,2179.194824,,3072.996094,3092.156738,,1097.154297,1748.751709,,2766.447754,,,,1968.636841,,1680.949219,1276.211426,,,,1818.929688,,
